,Package Name,Access,Summary,Updated
27959,astroplan,public,Observation planning package for astronomers,2025-04-22
27960,aplpy,public,The Astronomical Plotting Library in Python,2025-04-22
27961,aipy,public,Astronomical interferometry in Python,2025-04-22
27962,autovizwidget,public,AutoVizWidget: An Auto-Visualization library for pandas dataframes,2025-04-22
27963,cdecimal,public,Fast drop-in replacement for decimal.py,2025-04-22
27964,hdijupyterutils,public,HdiJupyterUtils: Utils for Jupyter projects from HDInsight team,2025-04-22
27965,pyodbc,public,DB API Module for ODBC,2025-04-22
27966,r-hoardr,public,"Suite of tools for managing cached files, targeting use in other R packages. Uses 'rappdirs' for cross-platform paths. Provides utilities to manage cache directories, including targeting files by path or by key; cached directories can be compressed and uncompressed easily to save disk space.",2025-04-22
27967,r-rgdal,public,"Provides bindings to Frank Warmerdam's Geospatial Data Abstraction Library (GDAL) (>= 1.6.3) and access to projection/transformation operations from the PROJ.4 library. The GDAL and PROJ.4 libraries are external to the package, and, when installing the package from source, must be correctly installed first. Both GDAL raster and OGR vector map data can be imported into R, and GDAL raster data and OGR vector data exported. Use is made of classes defined in the sp package. Windows and Mac Intel OS X binaries (including GDAL, PROJ.4 and Expat) are provided on CRAN.",2025-04-22
27968,pyserial,public,Python serial port access library,2025-04-22
27969,ccdproc,public,Astropy affiliated package for reducing optical/IR CCD data,2025-04-22
27970,photutils,public,An Astropy package for photometry,2025-04-22
27971,astro-gala,public,Galactic and gravitational dynamics in Python,2025-04-22
27972,jsdom,public,"jsdom is a pure-JavaScript implementation of many web standards, notably the WHATWG DOM and HTML Standards, for use with Node.js",2025-04-22
27973,biopython,public,Collection of freely available tools for computational molecular biology,2025-04-22
27974,mlxtend,public,Machine Learning Library Extensions,2025-04-22
27975,python-oauth2,public,OAuth 2.0 provider written in python,2025-04-22
27976,scikit-plot,public,An intuitive library to add plotting functionality to scikit-learn objects.,2025-04-22
27977,pywim,public,https://github.com/OpenWIM/pywim,2025-04-22
27978,python-lzo,public,Python bindings for the LZO data compression library,2025-04-22
27979,jbig,public,Implementation of the JBIG1 data compression standard,2025-04-22
27980,r-vipor,public,"Generate a violin point plot, a combination of a violin/histogram plot and a scatter plot by offsetting points within a category based on their density using quasirandom noise.",2025-04-22
27981,r-beeswarm,public,"The bee swarm plot is a one-dimensional scatter plot like ""stripchart"", but with closely-packed, non-overlapping points.",2025-04-22
27982,spectrum,public,Spectrum Analysis Tools,2025-04-22
27983,pymks,public,The Materials Knowledge System in Python,2025-04-22
27984,missingno,public,Missing data visualization module for Python.,2025-04-22
27985,peakutils,public,Peak detection utilities for 1D data,2025-04-22
27986,jupyter_dojo,public,Install the coding dojo extension for ipython_unittest,2025-04-22
27987,xproperty,public,C++ properties and observer pattern,2025-04-22
27988,execnet,public,distributed Python deployment and communication,2025-04-22
27989,scikit-optimize,public,Sequential model-based optimization toolbox.,2025-04-22
27990,r-diptest,public,"Compute Hartigan's dip test statistic for unimodality / multimodality and provide a test with simulation based p-values, where the original public code has been corrected.",2025-04-22
27991,apipkg,public,With apipkg you can control the exported namespace of a python package and greatly reduce the number of imports for your users.,2025-04-22
27992,ipython_unittest,public,Add unittest cell magics to IPython for easily running tests,2025-04-22
27993,furl,public,URL manipulation made simple.,2025-04-22
27994,orderedmultidict,public,Ordered Multivalue Dictionary - omdict.,2025-04-22
27995,aioeasywebdav,public,"A straight-forward WebDAV client, ported from easywebdav to use aiohttp.",2025-04-22
27996,purepng,public,Pure Python library for PNG image encoding/decoding,2025-04-22
27997,ginga,public,An astronomical image viewer and toolkit,2025-04-22
27998,astroscrappy,public,Speedy Cosmic Ray Annihilation Package in Python,2025-04-22
27999,unicodecsv,public,Drop-in replacement for csv module which supports unicode strings,2025-04-22
28000,magics,public,ECMWF's Meteorological plotting software.,2025-04-22
28001,ctds,public,DB API 2.0-compliant Linux driver for SQL Server,2025-04-22
28002,moviepy,public,Video editing with Python,2025-04-22
28003,silx,public,"The silx project aims at providing a collection of Python packages to support the development of data assessment, reduction and analysis applications at synchrotron radiation facilities.",2025-04-22
28004,xlwt,public,Writing data and formatting information to Excel files,2025-04-22
28005,cyflann,public,A Cython interface to FLANN,2025-04-22
28006,shogun,public,Unified and efficient Machine Learning,2025-04-22
28007,shogun-cpp,public,Unified and efficient Machine Learning,2025-04-22
28008,properties,public,"documentation, validation, tab completion, serialization of properties",2025-04-22
28009,odo,public,Data migration in Python,2025-04-22
28010,r-gstat,public,"Variogram modelling; simple, ordinary and universal point or block (co)kriging; spatio-temporal kriging; sequential Gaussian or indicator (co)simulation; variogram and variogram map plotting utility functions; supports sf and stars.",2025-04-22
28011,perl-xml-parser,public,A perl module for parsing XML documents,2025-04-22
28012,r-polyclip,public,"R port of Angus Johnson's open source library Clipper. Performs polygon clipping operations (intersection, union, set minus, set difference) for polygonal regions of arbitrary complexity, including holes. Computes offset polygons (spatial buffer zones, morphological dilations, Minkowski dilations) for polygonal regions and polygonal lines. Computes Minkowski Sum of general polygons. There is a function for removing self-intersections from polygon data.",2025-04-22
28013,r-goftest,public,"Cramer-Von Mises and Anderson-Darling tests of goodness-of-fit for continuous univariate distributions, using efficient algorithms.",2025-04-22
28014,dcw-gmt,public,DCW-GMT - The Digital Chart of the World for GMT,2025-04-22
28015,r-spacetime,public,"Classes and methods for spatio-temporal data, including space-time regular lattices, sparse lattices, irregular data, and trajectories; utility functions for plotting data as map sequences (lattice or animation) or multiple time series; methods for spatial and temporal selection and subsetting, as well as for spatial/temporal/spatio-temporal matching or aggregation, retrieving coordinates, print, summary, etc.",2025-04-22
28016,quantlab,public,A pre-alpha version of a computational environment for quant,2025-04-22
